V,t
1.04119850645,12.72
1.07078652138,12.73
1.10007865617,12.74
1.12907786961,12.75
1.15778709091,12.76
1.18620922,12.77
1.2143471278,12.78
1.24220365652,12.79
1.26978161996,12.8
1.29708380376,12.81
1.32411296572,12.82
1.35087183606,12.83
1.3773631177,12.84
1.40358948653,12.85
1.42955359166,12.86
1.45525805574,12.87
1.48070547519,12.88
1.50589842044,12.89
1.53083943623,12.9
1.55553104187,12.91
1.57997573145,12.92
1.60417597414,12.93
1.62813421439,12.94
1.65185287225,12.95
1.67533434353,12.96
1.69858100009,12.97
1.72159519009,12.98
1.74437923819,12.99
1.76693544581,13.0
1.78926609135,13.01
1.81137343044,13.02
1.83325969613,13.03
1.85492709917,13.04
1.87637782818,13.05
1.8976140499,13.06
1.9186379094,13.07
1.9394515303,13.08
1.960057015,13.09
1.98045644485,13.1
2.0006518804,13.11
2.0206453616,13.12
2.04043890798,13.13
2.0600345189,13.14
2.07943417371,13.15
2.09863983198,13.16
2.11765343366,13.17
2.13647689932,13.18
2.15511213033,13.19
2.17356100902,13.2
2.19182539893,13.21
2.20990714494,13.22
2.2278080735,13.23
2.24552999276,13.24
2.26307469283,13.25
2.2804439459,13.26
2.29763950645,13.27
2.31466311138,13.28
2.33151648027,13.29
2.34820131546,13.3
2.36471930231,13.31
2.38107210929,13.32
2.39726138819,13.33
2.41328877431,13.34
2.42915588657,13.35
2.4448643277,13.36
2.46041568443,13.37
2.47581152758,13.38
2.49105341231,13.39
2.50614287818,13.4
2.5210814494,13.41
2.53587063491,13.42
2.55051192856,13.43
2.56500680927,13.44
2.57935674118,13.45
2.59356317377,13.46
2.60762754203,13.47
2.62155126661,13.48
2.63533575394,13.49
2.6489823964,13.5
2.66249257244,13.51
2.67586764672,13.52
2.68910897025,13.53
2.70221788055,13.54
2.71519570174,13.55
2.72804374472,13.56
2.74076330728,13.57
2.7533556742,13.58
2.76582211746,13.59
2.77816389629,13.6
2.79038225732,13.61
2.80247843475,13.62
2.8144536504,13.63
2.8263091139,13.64
2.83804602276,13.65
2.84966556253,13.66
2.86116890691,13.67
2.87255721784,13.68
2.88383164566,13.69
2.8949933292,13.7
2.90604339591,13.71
2.91698296195,13.72
2.92781313233,13.73
2.93853500101,13.74
2.949149651,13.75
2.95965815449,13.76
2.97006157294,13.77
2.98036095721,13.78
2.99055734764,13.79
0.0,13.8
0.04,13.81
0.0796,13.82
0.118804,13.83
0.15761596,13.84
0.1960398004,13.85
0.234079402396,13.86
0.271738608372,13.87
0.309021222288,13.88
0.345931010065,13.89
0.382471699965,13.9
0.418646982965,13.91
0.454460513135,13.92
0.489915908004,13.93
0.525016748924,13.94
0.559766581435,13.95
0.59416891562,13.96
0.628227226464,13.97
0.6619449542,13.98
0.695325504658,13.99
0.728372249611,14.0
0.761088527115,14.01
0.793477641844,14.02
0.825542865425,14.03
0.857287436771,14.04
0.888714562403,14.05
0.919827416779,14.06
0.950629142612,14.07
0.981122851185,14.08
1.01131162267,14.09
1.04119850645,14.1
1.07078652138,14.11
1.10007865617,14.12
1.12907786961,14.13
1.15778709091,14.14
1.18620922,14.15
1.2143471278,14.16
1.24220365652,14.17
1.26978161996,14.18
1.29708380376,14.19
1.32411296572,14.2
1.35087183606,14.21
1.3773631177,14.22
1.40358948653,14.23
1.42955359166,14.24
1.45525805574,14.25
1.48070547519,14.26
1.50589842044,14.27
1.53083943623,14.28
1.55553104187,14.29
1.57997573145,14.3
1.60417597414,14.31
1.62813421439,14.32
1.65185287225,14.33
1.67533434353,14.34
1.69858100009,14.35
1.72159519009,14.36
1.74437923819,14.37
1.76693544581,14.38
1.78926609135,14.39
1.81137343044,14.4
1.83325969613,14.41
1.85492709917,14.42
1.87637782818,14.43
1.8976140499,14.44
1.9186379094,14.45
1.9394515303,14.46
1.960057015,14.47
1.98045644485,14.48
2.0006518804,14.49
2.0206453616,14.5
2.04043890798,14.51
2.0600345189,14.52
2.07943417371,14.53
2.09863983198,14.54
2.11765343366,14.55
2.13647689932,14.56
2.15511213033,14.57
2.17356100902,14.58
2.19182539893,14.59
2.20990714494,14.6
2.2278080735,14.61
2.24552999276,14.62
2.26307469283,14.63
2.2804439459,14.64
2.29763950645,14.65
2.31466311138,14.66
2.33151648027,14.67
2.34820131546,14.68
2.36471930231,14.69
2.38107210929,14.7
2.39726138819,14.71
2.41328877431,14.72
2.42915588657,14.73
2.4448643277,14.74
2.46041568443,14.75
2.47581152758,14.76
2.49105341231,14.77
2.50614287818,14.78
2.5210814494,14.79
2.53587063491,14.8
2.55051192856,14.81
2.56500680927,14.82
2.57935674118,14.83
2.59356317377,14.84
2.60762754203,14.85
2.62155126661,14.86
2.63533575394,14.87
2.6489823964,14.88
2.66249257244,14.89
2.67586764672,14.9
2.68910897025,14.91
2.70221788055,14.92
2.71519570174,14.93
2.72804374472,14.94
2.74076330728,14.95
2.7533556742,14.96
2.76582211746,14.97
2.77816389629,14.98
2.79038225732,14.99
2.80247843475,15.0
2.8144536504,15.01
2.8263091139,15.02
2.83804602276,15.03
2.84966556253,15.04
2.86116890691,15.05
2.87255721784,15.06
2.88383164566,15.07
2.8949933292,15.08
2.90604339591,15.09
2.91698296195,15.1
2.92781313233,15.11
2.93853500101,15.12
2.949149651,15.13
2.95965815449,15.14
2.97006157294,15.15
2.98036095721,15.16
2.99055734764,15.17
0.0,15.18
0.04,15.19
0.0796,15.2
0.118804,15.21
0.15761596,15.22
0.1960398004,15.23
0.234079402396,15.24
0.271738608372,15.25
0.309021222288,15.26
0.345931010065,15.27
0.382471699965,15.28
0.418646982965,15.29
0.454460513135,15.3
0.489915908004,15.31
0.525016748924,15.32
0.559766581435,15.33
0.59416891562,15.34
0.628227226464,15.35
0.6619449542,15.36
0.695325504658,15.37
0.728372249611,15.38
0.761088527115,15.39
0.793477641844,15.4
0.825542865425,15.41
0.857287436771,15.42
0.888714562403,15.43
0.919827416779,15.44
0.950629142612,15.45
0.981122851185,15.46
1.01131162267,15.47
1.04119850645,15.48
1.07078652138,15.49
1.10007865617,15.5
1.12907786961,15.51
1.15778709091,15.52
1.18620922,15.53
1.2143471278,15.54
1.24220365652,15.55
1.26978161996,15.56
1.29708380376,15.57
1.32411296572,15.58
1.35087183606,15.59
1.3773631177,15.6
1.40358948653,15.61
1.42955359166,15.62
1.45525805574,15.63
1.48070547519,15.64
1.50589842044,15.65
1.53083943623,15.66
1.55553104187,15.67
1.57997573145,15.68
1.60417597414,15.69
1.62813421439,15.7
1.65185287225,15.71
1.67533434353,15.72
1.69858100009,15.73
1.72159519009,15.74
1.74437923819,15.75
1.76693544581,15.76
1.78926609135,15.77
1.81137343044,15.78
1.83325969613,15.79
1.85492709917,15.8
1.87637782818,15.81
1.8976140499,15.82
1.9186379094,15.83
1.9394515303,15.84
1.960057015,15.85
1.98045644485,15.86
2.0006518804,15.87
2.0206453616,15.88
2.04043890798,15.89
2.0600345189,15.9
2.07943417371,15.91
2.09863983198,15.92
2.11765343366,15.93
2.13647689932,15.94
2.15511213033,15.95
2.17356100902,15.96
2.19182539893,15.97
2.20990714494,15.98
2.2278080735,15.99
2.24552999276,16.0
2.26307469283,16.01
2.2804439459,16.02
2.29763950645,16.03
2.31466311138,16.04
2.33151648027,16.05
2.34820131546,16.06
2.36471930231,16.07
2.38107210929,16.08
2.39726138819,16.09
2.41328877431,16.1
2.42915588657,16.11
2.4448643277,16.12
2.46041568443,16.13
2.47581152758,16.14
2.49105341231,16.15
2.50614287818,16.16
2.5210814494,16.17
2.53587063491,16.18
2.55051192856,16.19
2.56500680927,16.2
2.57935674118,16.21
2.59356317377,16.22
2.60762754203,16.23
2.62155126661,16.24
2.63533575394,16.25
2.6489823964,16.26
2.66249257244,16.27
2.67586764672,16.28
2.68910897025,16.29
2.70221788055,16.3
2.71519570174,16.31
2.72804374472,16.32
2.74076330728,16.33
2.7533556742,16.34
2.76582211746,16.35
2.77816389629,16.36
2.79038225732,16.37
2.80247843475,16.38
2.8144536504,16.39
2.8263091139,16.4
2.83804602276,16.41
2.84966556253,16.42
2.86116890691,16.43
2.87255721784,16.44
2.88383164566,16.45
2.8949933292,16.46
2.90604339591,16.47
2.91698296195,16.48
2.92781313233,16.49
2.93853500101,16.5
2.949149651,16.51
2.95965815449,16.52
2.97006157294,16.53
2.98036095721,16.54
2.99055734764,16.55
0.0,16.56
0.04,16.57
0.0796,16.58
0.118804,16.59
0.15761596,16.6
0.1960398004,16.61
0.234079402396,16.62
0.271738608372,16.63
0.309021222288,16.64
0.345931010065,16.65
0.382471699965,16.66
0.418646982965,16.67
0.454460513135,16.68
0.489915908004,16.69
0.525016748924,16.7
0.559766581435,16.71
0.59416891562,16.72
0.628227226464,16.73
0.6619449542,16.74
0.695325504658,16.75
0.728372249611,16.76
0.761088527115,16.77
0.793477641844,16.78
0.825542865425,16.79
0.857287436771,16.8
0.888714562403,16.81
0.919827416779,16.82
0.950629142612,16.83
0.981122851185,16.84
1.01131162267,16.85
1.04119850645,16.86
1.07078652138,16.87
1.10007865617,16.88
1.12907786961,16.89
1.15778709091,16.9
1.18620922,16.91
1.2143471278,16.92
1.24220365652,16.93
1.26978161996,16.94
1.29708380376,16.95
1.32411296572,16.96
1.35087183606,16.97
1.3773631177,16.98
1.40358948653,16.99
1.42955359166,17.0
1.45525805574,17.01
1.48070547519,17.02
1.50589842044,17.03
1.53083943623,17.04
1.55553104187,17.05
1.57997573145,17.06
1.60417597414,17.07
1.62813421439,17.08
1.65185287225,17.09
1.67533434353,17.1
1.69858100009,17.11
1.72159519009,17.12
1.74437923819,17.13
1.76693544581,17.14
1.78926609135,17.15
1.81137343044,17.16
1.83325969613,17.17
1.85492709917,17.18
1.87637782818,17.19
1.8976140499,17.2
1.9186379094,17.21
1.9394515303,17.22
1.960057015,17.23
1.98045644485,17.24
2.0006518804,17.25
2.0206453616,17.26
2.04043890798,17.27
2.0600345189,17.28
2.07943417371,17.29
2.09863983198,17.3
2.11765343366,17.31
2.13647689932,17.32
2.15511213033,17.33
2.17356100902,17.34
2.19182539893,17.35
2.20990714494,17.36
2.2278080735,17.37
2.24552999276,17.38
2.26307469283,17.39
2.2804439459,17.4
2.29763950645,17.41
2.31466311138,17.42
2.33151648027,17.43
2.34820131546,17.44
2.36471930231,17.45
2.38107210929,17.46
2.39726138819,17.47
2.41328877431,17.48
2.42915588657,17.49
2.4448643277,17.5
2.46041568443,17.51
2.47581152758,17.52
2.49105341231,17.53
2.50614287818,17.54
2.5210814494,17.55
2.53587063491,17.56
2.55051192856,17.57
2.56500680927,17.58
2.57935674118,17.59
2.59356317377,17.6
2.60762754203,17.61
2.62155126661,17.62
2.63533575394,17.63
2.6489823964,17.64
2.66249257244,17.65
2.67586764672,17.66
2.68910897025,17.67
2.70221788055,17.68
2.71519570174,17.69
2.72804374472,17.7
2.74076330728,17.71
2.7533556742,17.72
2.76582211746,17.73
2.77816389629,17.74
2.79038225732,17.75
2.80247843475,17.76
2.8144536504,17.77
2.8263091139,17.78
2.83804602276,17.79
2.84966556253,17.8
2.86116890691,17.81
2.87255721784,17.82
2.88383164566,17.83
2.8949933292,17.84
2.90604339591,17.85
2.91698296195,17.86
2.92781313233,17.87
2.93853500101,17.88
2.949149651,17.89
2.95965815449,17.9
2.97006157294,17.91
2.98036095721,17.92
2.99055734764,17.93
0.0,17.94
0.04,17.95
0.0796,17.96
0.118804,17.97
0.15761596,17.98
0.1960398004,17.99
0.234079402396,18.0
0.271738608372,18.01
0.309021222288,18.02
0.345931010065,18.03
0.382471699965,18.04
0.418646982965,18.05
0.454460513135,18.06
0.489915908004,18.07
0.525016748924,18.08
0.559766581435,18.09
0.59416891562,18.1
0.628227226464,18.11
0.6619449542,18.12
0.695325504658,18.13
0.728372249611,18.14
0.761088527115,18.15
0.793477641844,18.16
0.825542865425,18.17
0.857287436771,18.18
0.888714562403,18.19
0.919827416779,18.2
0.950629142612,18.21
0.981122851185,18.22
1.01131162267,18.23
1.04119850645,18.24
1.07078652138,18.25
1.10007865617,18.26
1.12907786961,18.27
1.15778709091,18.28
1.18620922,18.29
1.2143471278,18.3
1.24220365652,18.31
1.26978161996,18.32
1.29708380376,18.33
1.32411296572,18.34
1.35087183606,18.35
1.3773631177,18.36
1.40358948653,18.37
1.42955359166,18.38
1.45525805574,18.39
1.48070547519,18.4
1.50589842044,18.41
1.53083943623,18.42
1.55553104187,18.43
1.57997573145,18.44
1.60417597414,18.45
1.62813421439,18.46
1.65185287225,18.47
1.67533434353,18.48
1.69858100009,18.49
1.72159519009,18.5
1.74437923819,18.51
1.76693544581,18.52
1.78926609135,18.53
1.81137343044,18.54
1.83325969613,18.55
1.85492709917,18.56
1.87637782818,18.57
1.8976140499,18.58
1.9186379094,18.59
1.9394515303,18.6
1.960057015,18.61
1.98045644485,18.62
2.0006518804,18.63
2.0206453616,18.64
2.04043890798,18.65
2.0600345189,18.66
2.07943417371,18.67
2.09863983198,18.68
2.11765343366,18.69
2.13647689932,18.7
2.15511213033,18.71
2.17356100902,18.72
2.19182539893,18.73
2.20990714494,18.74
2.2278080735,18.75
2.24552999276,18.76
2.26307469283,18.77
2.2804439459,18.78
2.29763950645,18.79
2.31466311138,18.8
2.33151648027,18.81
2.34820131546,18.82
2.36471930231,18.83
2.38107210929,18.84
2.39726138819,18.85
2.41328877431,18.86
2.42915588657,18.87
2.4448643277,18.88
2.46041568443,18.89
2.47581152758,18.9
2.49105341231,18.91
2.50614287818,18.92
2.5210814494,18.93
2.53587063491,18.94
2.55051192856,18.95
2.56500680927,18.96
2.57935674118,18.97
2.59356317377,18.98
2.60762754203,18.99
2.62155126661,19.0
2.63533575394,19.01
2.6489823964,19.02
2.66249257244,19.03
2.67586764672,19.04
2.68910897025,19.05
2.70221788055,19.06
2.71519570174,19.07
2.72804374472,19.08
2.74076330728,19.09
2.7533556742,19.1
2.76582211746,19.11
2.77816389629,19.12
2.79038225732,19.13
2.80247843475,19.14
2.8144536504,19.15
2.8263091139,19.16
2.83804602276,19.17
2.84966556253,19.18
2.86116890691,19.19
2.87255721784,19.2
2.88383164566,19.21
2.8949933292,19.22
2.90604339591,19.23
2.91698296195,19.24
2.92781313233,19.25
2.93853500101,19.26
2.949149651,19.27
2.95965815449,19.28
2.97006157294,19.29
2.98036095721,19.3
2.99055734764,19.31
0.0,19.32
0.04,19.33
0.0796,19.34
0.118804,19.35
0.15761596,19.36
0.1960398004,19.37
0.234079402396,19.38
0.271738608372,19.39
0.309021222288,19.4
0.345931010065,19.41
0.382471699965,19.42
0.418646982965,19.43
0.454460513135,19.44
0.489915908004,19.45
0.525016748924,19.46
0.559766581435,19.47
0.59416891562,19.48
0.628227226464,19.49
0.6619449542,19.5
0.695325504658,19.51
0.728372249611,19.52
0.761088527115,19.53
0.793477641844,19.54
0.825542865425,19.55
0.857287436771,19.56
0.888714562403,19.57
0.919827416779,19.58
0.950629142612,19.59
0.981122851185,19.6
1.01131162267,19.61
1.04119850645,19.62
1.07078652138,19.63
1.10007865617,19.64
1.12907786961,19.65
1.15778709091,19.66
1.18620922,19.67
1.2143471278,19.68
1.24220365652,19.69
1.26978161996,19.7
1.29708380376,19.71
1.32411296572,19.72
1.35087183606,19.73
1.3773631177,19.74
1.40358948653,19.75
1.42955359166,19.76
1.45525805574,19.77
1.48070547519,19.78
1.50589842044,19.79
1.53083943623,19.8
1.55553104187,19.81
1.57997573145,19.82
1.60417597414,19.83
1.62813421439,19.84
1.65185287225,19.85
1.67533434353,19.86
1.69858100009,19.87
1.72159519009,19.88
1.74437923819,19.89
1.76693544581,19.9
1.78926609135,19.91
1.81137343044,19.92
1.83325969613,19.93
1.85492709917,19.94
1.87637782818,19.95
1.8976140499,19.96
1.9186379094,19.97
1.9394515303,19.98
1.960057015,19.99
